Face_Count,EAR,MAR
0.0,0.12396746180671626,0.11873717759659076
1.0,0.30315610207910854,0.26693540773516666
2.0,0.5468844716339083,0.18088588275610962
3.0,0.25868309607212236,0.3714755103653541
4.0,-0.09935481674903276,0.6428893847277004
5.0,-0.2302657370475934,0.7251744895940523
6.0,-0.23102668109165017,0.8468577811667184
7.0,-0.2570006942727092,0.8113369743968728
8.0,-0.1876675191643946,0.8913370237607497
9.0,-0.09713828989983633,0.8851297042601459
10.0,0.242181736166136,0.8456014886029108
11.0,0.2768956695333824,0.8420248179146547
12.0,0.49747278335702094,0.8163433938283924
13.0,0.8046639202053729,0.7113536877789108
14.0,0.9706673422558462,0.8823078909228182
15.0,1.1250285525402444,0.8594276294198422
16.0,1.0866378359603233,0.8733669069080016
17.0,1.2280232239960813,1.0420011399642723
18.0,1.2639462154309957,1.136765616970985
19.0,1.4130371171320157,1.344241429349297
20.0,1.4785732332164034,1.5625133398356217
21.0,1.5554691759494226,1.5086133160571236
22.0,1.6783806878284038,1.5463824036719698
23.0,1.8651052984500578,1.5947805597352158
24.0,1.985811778690563,1.6871389916819066
25.0,2.0430148264059262,1.6418750641691973
26.0,1.6006923544687652,2.108071551353377
27.0,1.111309753475408,3.4597516356130704
28.0,0.6858451770745377,4.820179438416083
29.0,0.2346681350353182,5.868865587666342
30.0,-0.0951548446829259,7.014517944988656
31.0,-0.4539024409321449,7.851950668040265
32.0,-0.792322858003056,8.302208694597605
33.0,-1.28271047283712,8.534437538729206
34.0,-1.5974934797201745,8.35900780142595
35.0,-1.7352334761431887,8.091590368421423
36.0,-1.9273369825584248,7.887670134333914
37.0,-1.941644457540266,7.803646584706838
38.0,-2.0501373659950106,7.363011831078622
39.0,-2.0124038298754945,7.210343653050591
40.0,-2.1733505684610157,6.891628312444951
41.0,-2.3083785899417415,6.9191918112646675
42.0,-2.299461623844033,6.831728664856341
43.0,-2.3122223602333283,6.614539476242284
44.0,-2.326583470686031,6.594650180610459
45.0,-2.3372117418153464,6.512842750982079
46.0,-2.2989305343176643,6.154603415034929
47.0,-2.2870078852288325,5.694647222860409
48.0,-2.24022731709987,5.386047771745861
49.0,-2.19780859757062,5.019992593777583
50.0,-1.959284823284873,4.7042507318727305
51.0,-1.9841086429279746,4.268530095698454
52.0,-1.9539577653842757,3.915741304051795
53.0,-1.7570778796136886,3.6591174245135942
54.0,-1.510767697502811,3.420615884341175
55.0,-1.277122126349959,3.163042024786188
56.0,-1.050458623437149,2.983647164355791
57.0,-1.4107063496452414,2.7948143204432214
58.0,-1.5048453452408785,2.8116415892257396
59.0,-1.4817639560066673,2.513796046170342
60.0,-1.5272651268772444,2.2920259510899155
61.0,-1.7453879812113269,2.246512080137929
62.0,-1.6559689015283077,2.1229945581319463
63.0,-1.643081438268246,1.9744840656478762
64.0,-1.5684722603974313,1.925449840800013
65.0,-1.416709457697481,1.902314485185882
66.0,-1.416081207022329,3.2053925523550717
67.0,-1.3537010184222693,4.249530918523608
68.0,-1.1414805570783826,3.9625297996724504
69.0,-1.2362243430648459,3.501633496446808
70.0,-1.2749486656914886,3.3545584138142055
71.0,-1.298045408971145,3.3302800527762995
72.0,-1.389449269411055,3.546618800664755
73.0,-1.3230334785392714,3.397327725994216
74.0,-1.2833191863406335,3.4736560048036087
75.0,-1.2132761215374663,3.2936858073908386
76.0,-1.1673688206875803,3.4560794658292755
77.0,-1.160938852432831,3.9384610587179827
78.0,-1.0286400070507336,4.507531921753819
79.0,-0.9303915896646503,4.8943622010714645
80.0,-0.9922528081324231,5.450263234162613
81.0,-0.9181128030257955,5.843702352929297
82.0,-0.8632944634542226,6.6673251336262
83.0,-0.9638416331904394,6.83455004685051
84.0,-0.909372332443401,6.681744562943283
85.0,-0.8520987091658966,6.469814252774133
86.0,-0.773862341881421,6.501018534280344
87.0,-0.6613162213358342,6.724233791826195
88.0,-0.6932993789687826,6.728296429236725
89.0,-0.8054235572153392,6.540987984812652
90.0,-0.9554475266479343,6.4617146326705335
91.0,-1.0797403484915988,6.5839389974761415
92.0,-1.1637268409573327,7.0186004617003475
93.0,-0.9518115156248147,6.940586587810179
94.0,-0.9831139532790645,7.041228733346724
95.0,-1.0430893006171984,7.0736708384583125
96.0,-1.1507166847361685,7.074439539574251
97.0,-1.0787126401210043,6.5588783382204925
98.0,-0.9280566690061516,5.956701860002074
99.0,-1.016446963888146,5.641720715579105
100.0,-1.0076027868153206,5.256650630802103
101.0,-1.0068483350045883,5.204087945756415
102.0,-0.934427142712232,5.381481493809185
103.0,-1.0325260646144558,5.429040874083886
104.0,-1.0085874855807393,5.52461139119224
105.0,-0.9162604198262353,6.3715184583985645
106.0,-0.8172020806068782,6.448329635185592
107.0,-0.8833026323880627,6.319069240620721
108.0,-0.8528128516881908,6.1186936094984885
109.0,-0.8890223710732212,6.203014065060051
110.0,-0.8842639225871172,5.958037495070681
111.0,-0.8647454909841701,5.813119362013128
112.0,-1.0316772341058578,6.057482197080466
113.0,-1.073532855411778,6.192110665195687
114.0,-0.9571920526045178,5.986669994042244
115.0,-0.7827063367308104,6.029689857078736
116.0,-0.5901299984552454,5.898536006192221
117.0,-0.7706875527855778,5.674969567697008
118.0,-0.9134383338398411,5.376256735157062
119.0,-1.0018881344823214,4.897959813957304
120.0,-0.9320301646918434,4.2914486645031396
121.0,-1.1270293230321222,4.064896336955498
122.0,-0.9838687261461952,4.060485196728167
123.0,-1.0611008545840055,4.07386078989666
124.0,-1.1504301445067748,3.831036275696675
125.0,-1.2055708837706178,3.8628029025393706
126.0,-1.1693610675782111,3.8551854593529855
127.0,-1.3982348640607023,3.6677479473933206
128.0,-1.888647625389423,3.540846549766191
129.0,-2.4068756003926493,3.622694318343699
130.0,-2.4596228939033806,3.707184322304742
131.0,-2.2255648386951643,3.79157936531534
132.0,-2.1611210669070804,3.272725028245933
133.0,-2.0694117775272334,3.077360432908583
134.0,-1.6940486328448887,2.7831249500994146
135.0,-1.6636919180877836,2.437455194223518
136.0,-1.6155608304916114,2.174044123194732
137.0,-1.4636569681321716,1.6505182627558037
138.0,-1.3581351831861574,1.3269585128195496
139.0,-1.3273291093998671,1.3058126136873638
140.0,-1.1752097968679065,1.2271852141819213
141.0,-0.9858079381759116,0.9577434692748061
142.0,-0.9018353659594888,0.6242306407128458
143.0,-0.6223452920011425,0.4048031309641827
144.0,-0.5546888582949008,0.22881501437821278
145.0,-0.3995564580392561,-0.055028304436517045
146.0,-0.4068894018415193,-0.2287828761394838
147.0,-0.37010755585081456,-0.5465306826178872
148.0,-0.3901258238039719,-0.5552970274832376
149.0,-0.42814649516175374,-0.5875967488533752
150.0,-0.40832256438484577,-0.5081382249365797
151.0,-0.3470511152780754,-0.6286280116517342
152.0,-0.5664578107810053,-0.8266717721113508
153.0,-0.5427520091367984,-0.9105310123911751
154.0,-0.44869403019799203,-0.9182057878837245
155.0,-0.45224844069138215,-1.056530572215922
156.0,-0.33635680058763956,-1.104442538806543
157.0,-0.3216161892866531,-1.0526229278445052
158.0,-0.24446882783033558,-0.9644919018877807
159.0,-0.19963442768790698,-1.0248607903362668
160.0,-0.1003558094243362,-0.9698814476983466
161.0,-0.08626761646340389,-0.9853430318430081
162.0,0.0895408335224541,-0.9584319105954415
163.0,0.20944604468782496,-0.9970417252709329
164.0,0.26075860226528536,-1.0538786358257508
165.0,0.35303822476626984,-0.8656761885036725
166.0,0.54584379773188,-0.7563606217754595
167.0,0.5324412438342897,-0.6978328055523367
168.0,0.5210895782514158,-0.6645823102118866
169.0,0.5329878791297404,-0.7511630150484371
170.0,0.47513455508760943,-0.6408114160021806
171.0,0.4522184923124256,-0.2551769263045634
172.0,0.6312765809841185,0.020045378538195213
173.0,0.7826784225500145,0.3068102895127145
174.0,0.7892229759095395,1.6891417331564202
175.0,0.8173864358210501,3.169751899506984
176.0,0.7198376295892619,3.939566159075694
177.0,0.6809903419536615,4.7232414693662985
178.0,0.6088636348885871,4.824671155827384
179.0,0.5307699910489496,4.928747947662836
180.0,0.4507741616848835,5.082337597952276
181.0,0.40506676072186837,5.375159604667498
182.0,0.4781877693350473,5.249047710379175
183.0,0.40807667462448544,4.898932577093193
184.0,0.45828660710228175,4.608274512503721
185.0,0.48771038244170406,4.290193096202328
186.0,0.3425304479462177,4.136653832607829
187.0,0.34003162005393894,4.180569648834737
188.0,0.3758591804122456,4.268084207451658
189.0,0.43872982166446,4.280126493069125
190.0,0.46729817651854944,4.184348086655028
191.0,0.34894206373422165,3.9145375973373366
192.0,0.40983285026744976,3.8018829656107167
193.0,0.4805057682297771,3.758871953547114
194.0,0.4311081905697625,3.5190183402093007
195.0,0.5125227942191456,3.4901031387733985
196.0,0.46801181823130406,3.4214293746677806
197.0,0.478929736280325,3.295561210138983
198.0,0.4689815987604986,3.143218320484377
199.0,0.4384812456367963,2.9957412302933624
200.0,0.3616451975831743,2.768087316916614
201.0,0.32759339277649685,2.780554144059647
202.0,0.38107658317826176,2.7700755585883075
203.0,0.39886577387162936,2.7942942344190196
204.0,0.3965104276889244,2.892742898205514
205.0,0.2905653080169025,2.866114781021015
206.0,0.21961156764425882,2.8082801062987897
207.0,0.22007990536512625,2.895602342477445
208.0,0.22775715308235495,2.974349552465384
209.0,0.3693416622228762,3.0950865653631623
210.0,0.40769801359321967,3.3450484327494325
211.0,-0.42542127666783325,3.5980156304229003
212.0,-1.070721440125972,3.8535679015776183
213.0,-1.2554268491127412,3.9781044035819666
214.0,-1.2297059183579724,4.5830945826150735
215.0,-1.2647463858167576,5.042181891118859
216.0,-1.2904586772509306,5.402819853428864
217.0,-1.3838799053259732,5.2347583156085795
218.0,-1.3653339286580053,5.526226309049264
219.0,-1.3837463425702838,6.134484135766403
220.0,-1.2129964713322687,6.902252011058267
221.0,-1.0796435917507972,7.585681350299887
222.0,-1.0163779260262482,7.005522145977318
223.0,-0.904271277059616,6.933677960141563
224.0,-1.0000653406114195,6.701240644509665
225.0,-0.9045851196403734,6.430499434819389
226.0,-0.9031736447150019,6.25976891683448
227.0,-0.8467138146348052,5.903706631622613
228.0,-0.7337640536957812,5.636905350715465
229.0,-0.6642479069636197,5.4606901980047855
230.0,-0.6892847849143114,5.093591097636296
231.0,-0.7629073683627181,4.8116460073685765
232.0,-0.7714899277452509,4.586568396489185
233.0,-0.869974473883733,4.224372522228495
234.0,-0.8609017318190018,4.095366905415515
235.0,-0.7601865674395842,3.759715481305117
236.0,-0.7846549833712831,3.4664039012511916
237.0,-0.7264239919496764,3.1990613026014003
238.0,-0.8520653899996864,2.9303519033818204
239.0,-0.7735282552741386,2.424555961032836
240.0,-0.7161814751579374,2.3100970264961584
241.0,-0.6205456825810969,2.2258519713366827
242.0,-0.5648954811836618,2.1612132751640596
243.0,-0.5223837026214864,1.9449271692681231
244.0,-0.41317908399515735,1.7937702151221655
245.0,-0.3969615952579844,1.7519022060216445
246.0,-0.1859055462908007,1.8222660862144968
247.0,-0.0018292956034461905,1.687899309496316
248.0,0.1781139698960836,1.513947282207012
249.0,0.573377669106817,1.4911227891258085
250.0,0.7670262005663264,1.991198398635185
251.0,0.9999263357551706,2.4421985907128603
252.0,1.247609948405448,3.0147311006159185
253.0,1.3852021053066974,3.173632262910745
254.0,1.3232850371627751,3.6140775092748267
255.0,1.5227189372398748,4.147480582867994
256.0,1.6347810162817402,4.177896924787791
257.0,1.5168271645559959,4.273397580873272
258.0,1.4766677369720747,3.957417061325334
259.0,1.3374497957219862,3.826286155947109
260.0,1.2065006473587119,3.609190023085339
261.0,1.1448990111185355,3.5257277585334927
262.0,0.9814270852391752,3.1164907771614336
263.0,0.8271158240453207,2.6932143567963718
264.0,0.6722054367335908,2.383628695700741
265.0,0.4462494713406885,2.1206643431029866
266.0,0.21730029482492522,1.9950039829335635
267.0,0.21809876773502193,1.9126095211152332
268.0,0.1180849584214143,1.9203531477279094
269.0,0.019353576337858516,1.8859415568268982
270.0,-0.08487730748744934,1.5020166796591186
271.0,-0.09742116813855611,1.4639318810024302
272.0,-0.0994189919748278,1.2593175130772196
273.0,-0.15219034407030074,1.206307839571203
274.0,-0.08833186591667325,1.1687446051371577
275.0,-0.17556233628467655,1.1258432056606158
276.0,-0.24739313968401294,1.1084596520264092
277.0,-0.2940612066075763,1.2311731499437903
278.0,-0.24364720340454382,1.4269962095121569
279.0,-0.36613118476044587,1.7465023345889619
280.0,-0.3818259842837141,1.5686598058468246
281.0,-0.48385399462594114,1.7173876869326756
282.0,-0.5074850772836217,1.4302841761409608
283.0,-0.5276606664208339,1.3047189955454361
284.0,-0.4608981252597076,1.138282644208039
285.0,-0.679960146202482,1.0460894923798052
286.0,-0.9399382439582873,1.2570554168910695
287.0,-1.0604576732429039,1.3339938720358713
288.0,-1.0030099194432343,2.1804995696322065
289.0,-1.308503480397235,2.1756716509562217
290.0,-1.2472642235627913,2.238692833514345
291.0,-1.3150276375576813,2.1305772865538537
292.0,-1.4074931577967817,2.05591341311379
293.0,-1.4341993384218468,1.963578644645816
294.0,-1.3679443156419298,1.787980832246452
295.0,-1.1324752833940952,1.7651264677188574
296.0,-1.0363689747072626,1.813651791537105
297.0,-0.9808041171249191,1.9576018117527747
298.0,-0.8302557506127815,2.0708984015931553
299.0,-0.6279447862537086,2.1126039375965107
300.0,-0.42219427806384346,2.0219530407315016
301.0,-0.29852195697070344,2.051378475341373
302.0,-0.20045166272943682,2.5810457752840454
303.0,-0.09231300806303822,3.1323780264948065
304.0,0.0046803994649669695,3.657943411284614
305.0,0.10104880961268473,3.942168816567963
306.0,0.22185152552990278,4.180572245443138
307.0,0.20172366601123884,3.8820028727241787
308.0,0.16193899515663876,3.370640712114738
309.0,0.09313537629958198,2.93409136973625
310.0,0.2897839654671408,2.4828573146077413
311.0,0.224604861221976,2.460342496136718
312.0,0.3813322506052704,2.340528439819002
313.0,0.29530588295574,1.9534708619320889
314.0,0.07528430317624954,1.464122185736561
315.0,-0.09967332582123861,1.0189573963372371
316.0,-0.293020749736675,1.112457634249669
317.0,-0.31193141003183067,1.0891015729985771
318.0,-0.26125426664033646,1.5441598358307655
319.0,-0.2727283173259666,1.260003612474586
320.0,-0.08124961012352885,1.0041185493341294
321.0,-0.18228227652200002,0.7832557536374083
322.0,-0.1375727398639428,0.5316333871717491
323.0,-0.10602460330761711,0.30075524484846206
324.0,-0.09281145303116423,0.06977494858376618
325.0,-0.03926258489932318,0.06924768650709709
326.0,0.06399304557689853,-0.05070132019981856
327.0,0.10977980084518213,-0.19109327175031765
328.0,0.08077866951007366,-0.2681942833009086
329.0,0.026735335959252496,-0.5410351888512861
330.0,0.03956567916438049,-0.8135728450777653
331.0,0.14080636693815773,-1.0820164476931142
332.0,0.2115150980379326,-1.266900625381469
333.0,0.6587838285905852,-1.2437276269314128
334.0,1.0506250792505756,-1.403856591566976
335.0,1.8282947312986335,-1.4300322242897847
336.0,2.840814266302977,-1.432310366258164
337.0,3.2063479394000156,-1.3644163536101097
338.0,3.2895559282531357,-1.216636763986445
339.0,3.3445496392245597,-0.9471580629301368
340.0,3.23923596574621,-0.690276282375557
341.0,3.3602865798611536,-0.2315767804472731
342.0,3.3876873962049108,0.11613079097266538
343.0,3.4946564624031393,0.21149256621352958
344.0,3.6026654764003827,0.33173779147496796
345.0,3.5797538923751833,0.6321188360690996
346.0,3.2958931970546725,0.7303056675101957
347.0,3.186814543092178,0.7477840806717436
348.0,2.8699414996706376,0.7891849168254244
349.0,2.6690297690988953,1.5023156587410158
350.0,2.360491016425817,2.800753466442393
351.0,1.8690994843885336,3.9304451479250275
352.0,1.725746532335418,5.428299722301026
353.0,1.5686949649640651,6.099320669566552
354.0,1.4800656922933728,7.095263035567699
355.0,1.3228417164131752,6.988882071066039
356.0,1.1646910761387728,7.123314778845917
357.0,0.9430001750922541,7.492042766736002
358.0,0.8006417855748509,7.56078453346199
359.0,0.46151893420972584,7.39879242969616
360.0,0.482630378094723,7.260395184932028
361.0,0.5966180833797518,8.29226879489837
362.0,0.6928171973380725,9.285785647510847
363.0,0.8066121990162066,8.955619259222619
364.0,0.8961549179680791,9.612977367443117
365.0,0.7934974734925527,9.970760319432479
366.0,0.6339876566956824,10.212414417811699
367.0,0.5835818042607821,10.285714675368064
368.0,0.8857293219050301,10.133213607483286
369.0,0.8720695379093008,9.659028970366668
370.0,1.1872433690318753,9.315864517325178
371.0,1.3522960215316084,8.615889879986636
372.0,1.6588375037390084,8.404816823165596
373.0,1.661014055064578,7.843889808621253
374.0,1.7516788425638268,8.234307206582267
375.0,1.6634142794872393,8.044269608337048
376.0,1.7797820930701775,7.831967426025498
377.0,1.7916993392673966,7.569841907676204
378.0,1.8823862611958653,7.288918251290491
379.0,1.9542876611595144,7.051819140335724
380.0,1.916802714869076,7.386000847308402
381.0,1.883970380996692,7.638839265790322
382.0,1.7875370272979192,7.097038140378059
383.0,1.5794221968378146,6.860671735573445
384.0,1.4933066815592209,6.529957553362491
385.0,1.3682342672286192,6.057236529705524
386.0,1.2558117420973607,5.450029791604136
387.0,1.1660153892295524,5.053529416061717
388.0,1.1596910273333547,5.490538853477208
389.0,1.1956406985536552,4.926425298582442
390.0,1.1228229685641635,4.587454798576447
391.0,1.114433852891684,4.457669796719601
392.0,1.093063624606115,4.405505492021224
393.0,1.1108874405188691,4.1866818563440615
394.0,1.027890580873986,4.25900413556796
395.0,0.7877603833330845,4.042226138612572
396.0,0.6615972568102727,3.6961604939006993
397.0,0.6358060720805448,3.4599751797592497
398.0,0.44626635663585934,3.3903649237929274
399.0,0.297837818915308,3.3666405864408686
400.0,0.15575800037314458,3.9341047024139275
401.0,0.2098290913587566,4.006631124330145
402.0,0.172818150414354,4.130547882741749
403.0,0.14717940179269945,4.0990721509318515
404.0,0.0018763948549481713,3.912525786283685
405.0,0.017021743488044284,3.673877338591178
406.0,0.1305238689424388,3.4697433826983892
407.0,0.33875012197374726,3.072714725617744
408.0,0.6101677037035913,3.5433277912922145
409.0,0.6949348625143471,3.846444977570086
410.0,0.6168710275111686,3.902146597726521
411.0,0.8038611266516494,4.980500550048408
412.0,1.0076877159758526,6.216683064678838
413.0,1.1505031520560391,7.176006324717774
414.0,1.305190770194086,7.777138662202191
415.0,1.073810940109158,6.9602786306746705
416.0,1.000139627308473,6.58225118827915
417.0,1.081586385313939,6.585913586091363
418.0,1.0932921652737912,7.022024146004495
419.0,1.096763767568637,6.925170524539222
420.0,1.2345379361599673,6.487315104948717
421.0,1.4538378676695876,6.386648649943928
422.0,1.4999313626551583,5.600787247653308
423.0,1.776306192342103,4.969942695762547
424.0,1.8332825456606516,4.451073027420199
425.0,1.832059689336469,4.093228485960646
426.0,1.9738429246239857,3.710614252905875
427.0,2.0677440687342075,3.1817355958079987
428.0,2.1154387223779434,2.880397286210846
429.0,2.2054068113188774,2.648931056734665
430.0,2.299262171153681,2.4831096970719075
431.0,2.323605196664245,2.2739426725976664
432.0,2.3026611484644315,1.9176542621412194
433.0,2.284519814401616,1.8105191701152643
434.0,2.435207334984317,1.8074418480942143
435.0,2.578672976324928,2.8803074702463767
436.0,2.521721046647626,3.3315078424994438
437.0,2.2747608059049136,3.5501812064751284
438.0,2.305232095152477,3.65214284384016
439.0,2.351626819595465,3.5235708945608994
440.0,2.2723236239921163,3.409924518425643
441.0,2.223806383191291,3.2966149347340536
442.0,2.1618228429642783,3.290380599450275
443.0,2.1183025587527458,3.2783647976120056
444.0,2.1539376965583554,3.26602865764586
445.0,2.1184219138254154,3.219234574134459
446.0,2.0706939564947007,3.122766818179462
447.0,1.958454416102145,3.132957333655446
448.0,2.1126823740338225,3.0713209142542066
449.0,2.0999639228332847,2.966381699880881
450.0,1.9543657197014923,2.8138987008552627
451.0,1.938286607866655,2.686984088379296
452.0,1.9682977544904912,2.884351816164266
453.0,2.13454113114957,2.8874846584263283
454.0,2.243698969797629,2.918529216871662
455.0,2.362836439328135,2.9614632918780663
456.0,2.4254218543437824,3.2652469305559384
457.0,2.5505170909971775,3.322698529513344
458.0,2.6551960160676504,3.5761082155586625
459.0,2.7781216350319693,3.8532542596796606
460.0,2.9052628695628706,4.119160860618202
461.0,3.0053019168970785,4.30020448157206
462.0,3.085497735955827,4.621980341348594
463.0,3.1306397064002502,4.659602338129087
464.0,3.1204280003664127,4.664935306739025
465.0,3.050531341203716,4.640361760349618
466.0,3.102248862064987,4.602837382026687
467.0,3.0812955153763713,4.45689214187456
468.0,3.137581706643521,4.502691100669169
469.0,3.151221721662481,4.541895379842155
470.0,3.148361758059688,4.5692899611156
471.0,3.118233447644089,4.432074775437122
472.0,3.082878295202941,4.4105472038265665
473.0,3.156205976609536,4.40911251063669
474.0,3.2191236886901233,4.418254487791615
475.0,3.208798114740671,4.424773488260534
476.0,3.2394795310430657,4.40002677276587
477.0,3.2058232442142556,4.345175391829625
478.0,3.3326214981493267,4.379319450799957
479.0,3.2454379756167766,4.39639065843998
480.0,3.191776839425303,4.4081695050505125
481.0,2.9194764293766404,4.480077489817163
482.0,2.68129738087287,4.452768335902388
483.0,2.5395900137192116,4.6857139068931195
484.0,1.4709889610374203,5.3948503307310505
485.0,0.9050779590288914,6.115589246144477
486.0,0.530191635594994,6.616472084383017
487.0,0.21227466808617512,7.236019512232577
488.0,-0.2096439393790588,6.830471687465085
489.0,-0.3491245784282764,7.139417660607022
490.0,-0.4111576491183959,6.483688938098264
491.0,-0.5074113849169671,5.87483709258122
492.0,-0.5608805296149302,5.358892032031618
493.0,-0.6563210765439836,5.383119047718429
494.0,-0.7897581941180729,5.172365308669908
495.0,-0.8189794465878586,4.808499047864083
496.0,-0.7463737689587053,4.818217188000963
497.0,-0.761801298563444,4.507499474693531
498.0,-0.8082406360990121,4.578274621687523
499.0,-0.672343507465295,4.292205289717887
500.0,-0.47647959850175936,3.9465048016389948
501.0,-0.16269240413189995,3.5760087179618516
502.0,0.14234014576981358,3.2999765394999634
503.0,0.3621543820631575,3.160131228661434
504.0,0.669761918610663,3.1244845064021525
505.0,0.893335788493651,2.8807218846727025
506.0,1.2286903443229678,2.7483076704858784
507.0,1.500862121728666,2.6198948169417644
508.0,1.2125878667906067,2.487023315848597
509.0,0.9840502677474897,2.344124422604145
510.0,0.8478980969657319,2.2932868913308933
511.0,0.8340492749261592,2.0569077822697337
512.0,0.8047486569253534,1.830807216260813
513.0,0.930166611982711,1.7686065363672132
514.0,1.243230773249086,1.8423982606683071
515.0,1.289621915352817,1.950667796588073
516.0,1.3911955636924918,1.959233113794136
517.0,1.514928724184281,1.9926092517393843
518.0,1.618230757804973,2.0666060625378124
519.0,1.6629484913613075,2.2138646233636354
520.0,1.5277062717594947,2.231109116584496
521.0,1.5102592958678476,2.1187013179517953
522.0,1.3507119297645407,2.107755395198864
523.0,1.3317872606649956,1.9641034097458416
524.0,1.2227285947652708,1.8972904437391438
525.0,1.0831968336307152,1.7979181619689073
526.0,0.9948304539443751,1.7294828353942477
527.0,0.7169138018957908,1.323129502106879
528.0,0.5002952937573975,1.3581791834890562
529.0,0.24493271998266541,1.8850074675107598
530.0,0.23940385465485575,2.9318017311512197
531.0,0.12350261214554926,3.133833831452307
532.0,-0.1245925924263984,3.0361255642796543
533.0,-0.19548443465707788,3.0560258503056494
534.0,-0.23848464256332375,3.2862400079214487
535.0,-0.19863387318423348,3.4930389095014647
536.0,-0.05779823275642984,3.6427937061286344
537.0,0.001084121320513727,3.5265052919807265
538.0,0.29393661879593574,3.31516779962926
539.0,0.6390049598817471,3.220553240434093
540.0,0.9842490263311867,2.626675716133768
541.0,1.5219233444715918,2.030036676433504
542.0,2.0220668624339435,1.5314160677266342
543.0,2.2517925232743776,0.7723474356992991
544.0,2.3948775064787187,0.31076460836111836
545.0,2.469999468109323,0.2533293337362558
546.0,2.5455705274563463,-0.2362236212275854
547.0,2.729420067053862,-1.020660085509788
548.0,2.773873524401495,-2.0321042541224514
549.0,2.7884429771965458,-3.072399169197027
550.0,3.3147600916307614,-4.203294973260874
